Student ID,Full Name,Email Address,Enrolled Course,Registration Date,Final Score,Amount Paid,Payment Status
STU-1188,Jessica Garcia,jessica.garcia29@edu.com,Python for Beginners,09-01-2025,87,299,Paid
STU-1170,Andrew Brown,andrew.brown58@hotmail.com,Data Science,04-06-2025,66,200,Paid
STU-1059,Olivia Smith,olivia.smith57@hotmail.com,Python for Beginners,27-01-2025,57,0,Refunded
STU-1049,Emily Lopez,emily.lopez78@company.org,Digital Marketing,28-02-2025,85,150,Unpaid
STU-1236,Emma Rodriguez,emma.rodriguez51@hotmail.com,Digital Marketing,28-01-2025,65,150,Pending
STU-1253,Michael Johnson,michael.johnson53@gmail.com,UX/UI Design,03-07-2025,69,150,Paid
STU-1022,Sarah Anderson,sarah.anderson6@company.org,Python for Beginners,03-08-2025,70,200,Unpaid
STU-1314,Daniel Garcia,daniel.garcia68@edu.com,Digital Marketing,17-10-2025,71,150,Unpaid
STU-1161,Emma Brown,emma.brown39@hotmail.com,Digital Marketing,17-04-2025,80,299,Unpaid
STU-1277,Amanda Smith,amanda.smith13@gmail.com,Digital Marketing,26-06-2025,98,150,Unpaid
STU-1192,Jessica Smith,jessica.smith79@outlook.com,Digital Marketing,07-09-2025,76,299,Pending
STU-1294,Andrew Miller,andrew.miller75@edu.com,Digital Marketing,08-04-2025,93,499,Unpaid
STU-1344,Daniel Rodriguez,daniel.rodriguez33@gmail.com,Data Science,25-10-2025,58,200,Paid
STU-1258,Emily Smith,emily.smith46@yahoo.com,Web Development,06-04-2025,59,299,Pending
STU-1150,Michael Gonzalez,michael.gonzalez41@yahoo.com,UX/UI Design,04-03-2025,56,499,Unpaid
STU-1152,John Johnson,john.johnson31@yahoo.com,Digital Marketing,30-06-2025,88,499,Unpaid
STU-1100,Sarah Lopez,sarah.lopez72@gmail.com,Digital Marketing,15-10-2025,76,499,Paid
STU-1088,John Martinez,john.martinez79@yahoo.com,Digital Marketing,02-02-2025,94,499,Paid
STU-1215,James Smith,james.smith58@company.org,UX/UI Design,19-07-2025,67,150,Paid
STU-1122,Amanda Jones,amanda.jones30@company.org,Data Science,08-06-2025,62,499,Failed
STU-1021,John Smith,john.smith68@yahoo.com,Python for Beginners,18-09-2025,88,200,Unpaid
STU-1189,Emma Garcia,emma.garcia32@outlook.com,UX/UI Design,22-06-2025,96,499,Failed
STU-1072,Robert Williams,robert.williams66@edu.com,Web Development,11-03-2025,100,299,Pending
STU-1107,Emma Gonzalez,emma.gonzalez42@gmail.com,Python for Beginners,12-09-2025,85,200,Unpaid
STU-1271,Sarah Wilson,sarah.wilson84@edu.com,Data Science,25-03-2025,52,299,Pending
STU-1349,Robert Anderson,robert.anderson20@hotmail.com,UX/UI Design,25-04-2025,68,150,Unpaid
STU-1103,Ashley Gonzalez,ashley.gonzalez1@yahoo.com,Web Development,15-03-2025,59,150,Paid
