Student ID,Full Name,Email Address,Enrolled Course,Registration Date,Final Score,Amount Paid,Payment Status
STU-1335,  Daniel  Anderson ,daniel.anderson15@outlook.com,Data Science - Intro,2025/10/04 00:00,,299,Failed
STU-1101,  David  Martinez ,davidmartinez@company.org; david123@gmail.com,Data Science 101,21-Mar-2025,56,299,YES
STU-1227,Emily Garcia,emily.garcia94@gmail.com,Marketing 101,23-Aug-2025,54,499,Completed
STU-1336,  Emily  Smith ,emily.smith42@company.org,Python for beginners,2025-02-19,84,150,Completed
STU-1214,andrew lopez,andrew.lopez21@hotmail.com,UI/UX Basics,"August 07, 2025",75,200,no
STU-1172,michael davis,michael.davis78@hotmail.com,UX/UI Design Fundamentals,"October 09, 2025",92,200,PAID
STU-1099,Mr. James Lopez,james.lopez86@hotmail.com,DS 101,20-Mar-2025,55,150,no
STU-1216,Matthew Wilson,matthew.wilson26@outlook.com,Python for beginners,15-May-2025,90,499,No
STU-1062,Matthew Brown,matthew.brown11@yahoo.com,Data Science 101,30-Mar-2025,N/A,499,Unpaid
STU-1048,Daniel Johnson,daniel.johnson97@gmail.com,Data Science 101,2025/04/13 00:00,65,$150,Completed
STU-1033,Sarah Martinez,sarah.martinez41@outlook.com,Digital Marketing Essentials,2025-09-19,62,499,Paid
STU-1268,  Michael  Martinez ,michael.martinez79@yahoo.com,Digital Marketing,2025-10-17,71,200,NO
STU-1201,Dr. Jessica Garcia,,Data Science - Intro,08/16/2025,58,$499,Failed
STU-1333,Mr. Michael Rodriguez,michael.rodriguez54@company.org,UI/UX Basics,2025-07-26,63,299,NO
STU-1028,Olivia Garcia,oliviagarcia@yahoo.com; olivia123@gmail.com,Python for Beginners,06/07/2025,52,200,Pending
STU-1291,emily jones,emily.jones67@company.org,UX/UI Design Fundamentals,2025-10-27,92,299,Unpaid
STU-1231,Mr. James Hernandez,james.hernandezgmail.com,Data Science 101,2025-09-02,83,150,Paid
STU-1261,John Anderson,john.anderson61@company.org,DS 101,"October 27, 2025",56,9999,Pending
STU-1163,ashley davis,ashley.davis35@company.org,Marketing 101,2025-05-20,87,9999,paid
STU-1318,Mr. James Miller,james.miller12@company.org,Digital Marketing Essentials,"June 05, 2025",91,299,NO
STU-1139,Jessica Davis,jessica.davis68@hotmail.com,UX/UI Design Fundamentals,10-Jun-2025,57,,yes
STU-1063,  John  Brown ,john.brown59@gmail.com,Digital Marketing,"April 30, 2025",90,200,no
STU-1136,Mr. Jessica Johnson,jessica.johnson40@outlook.com,Digital Marketing Essentials,2025-08-07,78,,NO
STU-1129,  Ashley  Williams ,,DS 101,04-May-2025,92,$299,PAID
STU-1009,Mr. Sarah Gonzalez,sarahgonzalez@edu.com; sarah123@gmail.com,python for beginners,05-Aug-2025,88,299,Paid
STU-1065,Sarah Davis,sarah.davis35@company.org,UI/UX Basics,09/10/2025,77,299,Paid
STU-1015,Sarah Lopez,sarah.lopez5@hotmail.com,Python for beginners,2025-09-21,63,499,Pending
STU-1157,Olivia Smith,olivia.smith54@company.org,Data Science - Intro,14-Jan-2025,91,200,paid
STU-1041,Andrew Williams,andrew.williams34@yahoo.com,Web Dev Bootcamp,2025/05/22 00:00,90,9999,Failed
STU-1343,Emma Miller,emma.miller19@yahoo.com,python for beginners,24-Apr-2025,57,150 USD,Failed
STU-1302,Mr. Sarah Wilson,sarah.wilson59@edu.com,UI/UX Basics,09/26/2025,58,499,NO
STU-1217,  Amanda  Johnson ,amanda.johnson80@yahoo.com,Web Dev Bootcamp,"June 02, 2025",93,$150,Pending
STU-1280,Jessica Anderson,jessica.anderson12@outlook.com,UI/UX Basics,23-Jul-2025,83,150,no
STU-1323,Dr. Ashley Wilson,ashley.wilson77@company.org,Web Development,14-Jun-2025,88,200,pending
STU-1237,Emily Hernandez,emily.hernandez2@hotmail.com,Web Development,2025-06-12,86,200,Refunded
STU-1208,  Emily  Gonzalez ,emily.gonzalez53@edu.com,UX/UI Design,13-Mar-2025,92,499 USD,No
STU-1213,Mr. Jessica Davis,jessica.davis58@hotmail.com,Python for beginners,2025-06-03,51,150,yes
STU-1296,daniel johnson,daniel.johnson40@outlook.com,Web Development Bootcamp,06/19/2025,79,499,paid
STU-1341,michael rodriguez,michael.rodriguez70@hotmail.com,Digital Marketing,2025-03-15,100,299,Paid
STU-1252,Olivia Garcia,olivia.garcia95@hotmail.com,DS 101,2025-08-20,,0,YES
STU-1040,Dr. Andrew Wilson,andrewwilson@outlook.com; andrew123@gmail.com,Digital Marketing,"September 29, 2025",98,499,Failed
STU-1342,Robert Wilson,robertwilson@gmail.com; robert123@gmail.com,Digital Marketing Essentials,21-Jul-2025,69,0,NO
STU-1304,Jessica Lopez,,Web Development,2025/05/11 00:00,88,150,Paid
STU-1270,Matthew Johnson,,UX/UI Design,"August 03, 2025",81,299,No
STU-1202,Robert Rodriguez,robertrodriguez@gmail.com; robert123@gmail.com,DS 101,2025-10-11,70,150,Unpaid
STU-1162,Sarah Martinez,sarah.martinez51@hotmail.com,Web Development Bootcamp,2025-03-16,95,$499,pending
STU-1044,  John  Garcia ,john.garcia54@company.org,Marketing 101,2025/10/07 00:00,81,0,no
STU-1218,david johnson,david.johnson66@outlook.com,UX/UI Design Fundamentals,12-Mar-2025,81,200,yes
STU-1191,Mr. Olivia Hernandez,,python for beginners,2025-04-29,N/A,0,Failed
STU-1310,Jessica Gonzalez,jessica.gonzalez15@gmail.com,Web Dev Bootcamp,2025-01-24,N/A,299,NO
STU-1260,James Gonzalez,james.gonzalez63@hotmail.com,Web Development,17-Oct-2025,61,,Pending
STU-1106,Dr. Jessica Miller,jessica.miller76@outlook.com,UI/UX Basics,2025-06-07,88,$200,Unpaid
STU-1054,  Matthew  Jones ,matthew.jones90@hotmail.com,UI/UX Basics,06-Jan-2025,65,499,Pending
STU-1002,sarah brown,sarah.brown72@yahoo.com,Marketing 101,10/07/2025,67,150,yes
STU-1050,Amanda Hernandez,amanda.hernandez92@yahoo.com,Python for beginners,2025-05-05,93,150,paid
STU-1081,Emily Garcia,emily.garcia55@edu.com,Data Science - Intro,2025/08/22 00:00,74,150,Pending
STU-1206,Jessica Martinez,jessica.martinez41@yahoo.com,UX/UI Design Fundamentals,2025-06-13,81,200,unpaid
STU-1035,Dr. Daniel Wilson,daniel.wilson65@hotmail.com,Digital Marketing,07/29/2025,85,$499,No
STU-1264,Mr. John Johnson,john.johnson3@company.org,UX/UI Design,01/01/2025,58,200,unpaid
STU-1092,Daniel Brown,daniel.brown3@gmail.com,Web Development Bootcamp,2025-06-20,-15,150,Completed
STU-1053,Mr. Olivia Anderson,olivia.anderson32@outlook.com,Digital Marketing Essentials,07/14/2025,70,200 USD,NO
STU-1265,Dr. John Smith,john.smith19@gmail.com,Web Dev Bootcamp,"September 27, 2025",73,499,YES
STU-1242,Jessica Rodriguez,jessica.rodriguez34@yahoo.com,DS 101,2025/03/06 00:00,96,150,unpaid
STU-1014,James Hernandez,james.hernandez67@outlook.com,Python for beginners,2025-05-07,87,200,Paid
STU-1316,Olivia Davis,olivia.davisgmail.com,UX/UI Design,2025-06-14,53,499,No
STU-1089,Michael Smith,michael.smith64@gmail.com,Python for beginners,"May 01, 2025",N/A,499,Yes
STU-1274,Mr. David Brown,david.brown71@outlook.com,python for beginners,01/28/2025,68,499,Completed
STU-1167,John Jones,johnjones@hotmail.com; john123@gmail.com,Data Science - Intro,"August 21, 2025",81,200,Failed
STU-1329,Andrew Miller,andrew.miller88@hotmail.com,UI/UX Basics,2025-01-28,89,499,Pending
STU-1057,Emma Lopez,emma.lopez98@company.org,Digital Marketing Essentials,"May 25, 2025",68,0,yes
STU-1135,Jessica Williams,jessica.williams67@hotmail.com,Web Development Bootcamp,2025/02/12 00:00,,200,Unpaid
STU-1307,Dr. Sarah Gonzalez,sarah.gonzalez26@hotmail.com,Web Dev Bootcamp,"September 25, 2025",76,150,Refunded
STU-1125,Olivia Davis,olivia.davis54@gmail.com,UX/UI Design Fundamentals,09/15/2025,55,150,unpaid
STU-1320,Jessica Garcia,jessica.garcia38@company.org,UI/UX Basics,2025/07/11 00:00,,200 USD,no
STU-1244,  Jessica  Williams ,jessicawilliams@company.org; jessica123@gmail.com,Digital Marketing,2025-03-01,52,150,Pending
STU-1055,Ashley Davis,ashley.davis3@gmail.com,Data Science - Intro,04/24/2025,92,499,NO
STU-1051,Jessica Rodriguez,jessica.rodriguez65@edu.com,DS 101,2025/01/07 00:00,56,299,Failed
STU-1175,Ashley Smith,ashley.smith96@yahoo.com,Digital Marketing Essentials,2025-02-07,54,150,PAID
STU-1190,Michael Lopez,michael.lopez93@company.org,UX/UI Design,"April 05, 2025",91,150,PAID
STU-1183,emma wilson,emma.wilson19@outlook.com,Web Development,30-Jan-2025,85,499,Pending
STU-1188,Jessica Garcia,jessica.garcia29@edu.com,python for beginners,2025-01-09,87,299,Yes
STU-1170,Mr. Andrew Brown,andrew.brown58@hotmail.com,DS 101,04-Jun-2025,66,200,paid
STU-1059,Olivia Smith,olivia.smith57@hotmail.com,python for beginners,2025-01-27,57,499,Refunded
STU-1049,  Emily  Lopez ,emily.lopez78@company.org,Marketing 101,2025/02/28 00:00,85%,150,Unpaid
STU-1345,Mr. David Martinez,david.martinez63@outlook.com,DS 101,06-Jun-2025,N/A,299,no
STU-1236,Emma Rodriguez,emma.rodriguez51@hotmail.com,Digital Marketing,2025/01/28 00:00,65,150,Pending
STU-1253,michael johnson,michael.johnson53@gmail.com,UI/UX Basics,"July 03, 2025",69,150,PAID
STU-1022,Sarah Anderson,sarah.anderson6@company.org,Python for beginners,03-Aug-2025,70,200,unpaid
STU-1314,Mr. Daniel Garcia,daniel.garcia68@edu.com,Digital Marketing Essentials,2025-10-17,71,150,no
STU-1161,  Emma  Brown ,emma.brown39@hotmail.com,Marketing 101,17-Apr-2025,80,299,Unpaid
STU-1277,amanda smith,amanda.smith13@gmail.com,Digital Marketing,2025/06/26 00:00,98,150,No
STU-1192,Jessica Smith,jessica.smith79@outlook.com,Digital Marketing,2025-09-07,76,,pending
STU-1294,Andrew Miller,andrew.miller75@edu.com,Digital Marketing Essentials,04/08/2025,93,499,NO
STU-1344,Mr. Daniel Rodriguez,daniel.rodriguez33@gmail.com,Data Science 101,10/25/2025,58,200,YES
STU-1258,Emily Smith,emily.smith46@yahoo.com,Web Development,2025-04-06,59,,Pending
STU-1309,Dr. Ashley Lopez,ashley.lopez30@outlook.com,Data Science - Intro,05/16/2025,999,150 USD,Unpaid
STU-1150,Michael Gonzalez,michael.gonzalez41@yahoo.com,UX/UI Design,2025-03-04,56,$499,no
STU-1131,  Matthew  Johnson ,matthew.johnson81@gmail.com,Web Development Bootcamp,2025/10/25 00:00,52,299,yes
STU-1152,John Johnson,john.johnson31@yahoo.com,Digital Marketing Essentials,2025-06-30,88,499,Unpaid
STU-1186,Andrew Brown,andrewbrown@outlook.com; andrew123@gmail.com,Web Development,05-May-2025,75,299,Unpaid
STU-1100,Sarah Lopez,sarah.lopez72@gmail.com,Digital Marketing Essentials,15-Oct-2025,76,499,paid
STU-1088,John Martinez,john.martinez79@yahoo.com,Digital Marketing,02-Feb-2025,94,499,YES
STU-1331,Michael Lopez,michael.lopez55@hotmail.com,UI/UX Basics,2025-05-16,66,,Failed
STU-1215,James Smith,james.smith58@company.org,UX/UI Design Fundamentals,2025-07-19,67,150,YES
STU-1122,Amanda Jones,amanda.jones30@company.org,Data Science 101,"June 08, 2025",62,499,Failed
STU-1083,Olivia Anderson,olivia.anderson30@company.org,Web Development Bootcamp,2025-06-30,66,200,YES
STU-1021,John Smith,john.smith68@yahoo.com,Python for Beginners,2025-09-18,88,$200,No
STU-1189,emma garcia,emma.garcia32@outlook.com,UI/UX Basics,2025-06-22,96,499,Failed
STU-1072,Robert Williams,robert.williams66@edu.com,Web Development,"March 11, 2025",100,299,pending
STU-1107,Dr. Emma Gonzalez,emma.gonzalez42@gmail.com,Python for Beginners,2025/09/12 00:00,85%,200,NO
STU-1271,Sarah Wilson,sarah.wilson84@edu.com,Data Science 101,03/25/2025,52,299,pending
STU-1349,Robert Anderson,robert.anderson20@hotmail.com,UX/UI Design Fundamentals,"April 25, 2025",68,$150,No
STU-1103,  Ashley  Gonzalez ,ashley.gonzalez1@yahoo.com,Web Dev Bootcamp,15-Mar-2025,59,150,PAID
